op_id,worker_id,operation,start_ns,end_ns,latency_ms,status,attempt_count,leader_before,leader_after,error
100,2,29,1777151376495826000,1777151376496143000,0.317,OK,1,localhost:52052,localhost:52052,
101,1,23,1777151376496390000,1777151376496606000,0.216,OK,1,localhost:52052,localhost:52052,
102,3,25,1777151376508040000,1777151376508618000,0.578,OK,1,localhost:52052,localhost:52052,
104,4,26,1777151376517413000,1777151376522745000,5.332,OK,1,localhost:52052,localhost:52052,
105,2,30,1777151376517654000,1777151376522783000,5.129,OK,1,localhost:52052,localhost:52052,
103,1,24,1777151376517399000,1777151376522790000,5.391,OK,1,localhost:52052,localhost:52052,
106,3,26,1777151376528869000,1777151376529550000,0.681,OK,1,localhost:52052,localhost:52052,
109,2,31,1777151376543856000,1777151376554641000,10.785,OK,1,localhost:52052,localhost:52052,
108,4,27,1777151376543830000,1777151376554653000,10.823,OK,1,localhost:52052,localhost:52052,
110,3,27,1777151376550314000,1777151376554683000,4.369,OK,1,localhost:52052,localhost:52052,
107,1,25,1777151376543826000,1777151376554641000,10.815,OK,1,localhost:52052,localhost:52052,
112,1,26,1777151376575731000,1777151376575980000,0.249,OK,1,localhost:52052,localhost:52052,
114,4,28,1777151376575784000,1777151376576002000,0.218,OK,1,localhost:52052,localhost:52052,
113,3,28,1777151376575762000,1777151376576032000,0.270,OK,1,localhost:52052,localhost:52052,
111,2,32,1777151376575731000,1777151376576035000,0.304,OK,1,localhost:52052,localhost:52052,
117,1,27,1777151376596850000,1777151376597905000,1.055,OK,1,localhost:52052,localhost:52052,
118,4,29,1777151376596860000,1777151376597921000,1.061,OK,1,localhost:52052,localhost:52052,
115,3,29,1777151376596785000,1777151376597923000,1.138,OK,1,localhost:52052,localhost:52052,
116,2,33,1777151376596825000,1777151376597926000,1.101,OK,1,localhost:52052,localhost:52052,
120,4,30,1777151376618989000,1777151376619217000,0.228,OK,1,localhost:52052,localhost:52052,
122,1,28,1777151376619012000,1777151376619217000,0.205,OK,1,localhost:52052,localhost:52052,
119,2,34,1777151376618977000,1777151376619232000,0.255,OK,1,localhost:52052,localhost:52052,
121,3,30,1777151376619008000,1777151376619234000,0.226,OK,1,localhost:52052,localhost:52052,
123,4,31,1777151376640296000,1777151376640768000,0.472,OK,1,localhost:52052,localhost:52052,
125,1,29,1777151376640427000,1777151376640877000,0.450,OK,1,localhost:52052,localhost:52052,
126,2,35,1777151376640436000,1777151376640882000,0.446,OK,1,localhost:52052,localhost:52052,
124,3,31,1777151376640412000,1777151376640885000,0.473,OK,1,localhost:52052,localhost:52052,
129,1,30,1777151376660946000,1777151376661133000,0.187,OK,1,localhost:52052,localhost:52052,
130,2,36,1777151376660945000,1777151376661143000,0.198,OK,1,localhost:52052,localhost:52052,
127,4,32,1777151376660878000,1777151376661142000,0.264,OK,1,localhost:52052,localhost:52052,
128,3,32,1777151376660929000,1777151376661145000,0.216,OK,1,localhost:52052,localhost:52052,
131,2,37,1777151376682105000,1777151376682371000,0.266,OK,1,localhost:52052,localhost:52052,
133,1,31,1777151376682120000,1777151376682385000,0.265,OK,1,localhost:52052,localhost:52052,
134,4,33,1777151376682145000,1777151376682600000,0.455,OK,1,localhost:52052,localhost:52052,
132,3,33,1777151376682103000,1777151376682610000,0.507,OK,1,localhost:52052,localhost:52052,
135,3,34,1777151376703813000,1777151376704584000,0.771,OK,1,localhost:52052,localhost:52052,
138,4,34,1777151376703881000,1777151376704610000,0.729,OK,1,localhost:52052,localhost:52052,
137,1,32,1777151376703849000,1777151376704624000,0.775,OK,1,localhost:52052,localhost:52052,
136,2,38,1777151376703830000,1777151376704628000,0.798,OK,1,localhost:52052,localhost:52052,
140,3,35,1777151376724798000,1777151376725034000,0.236,OK,1,localhost:52052,localhost:52052,
142,1,33,1777151376724815000,1777151376725057000,0.242,OK,1,localhost:52052,localhost:52052,
139,2,39,1777151376724736000,1777151376725060000,0.324,OK,1,localhost:52052,localhost:52052,
141,4,35,1777151376724809000,1777151376725075000,0.266,OK,1,localhost:52052,localhost:52052,
146,4,36,1777151376745279000,1777151376745614000,0.335,OK,1,localhost:52052,localhost:52052,
143,2,40,1777151376745196000,1777151376745632000,0.436,OK,1,localhost:52052,localhost:52052,
144,3,36,1777151376745246000,1777151376745637000,0.391,OK,1,localhost:52052,localhost:52052,
145,1,34,1777151376745249000,1777151376745639000,0.390,OK,1,localhost:52052,localhost:52052,
148,3,37,1777151376765762000,1777151376766311000,0.549,OK,1,localhost:52052,localhost:52052,
149,4,37,1777151376765791000,1777151376766325000,0.534,OK,1,localhost:52052,localhost:52052,
147,1,35,1777151376765760000,1777151376766328000,0.568,OK,1,localhost:52052,localhost:52052,
150,2,41,1777151376765783000,1777151376766663000,0.880,OK,1,localhost:52052,localhost:52052,
152,3,38,1777151376787427000,1777151376787948000,0.521,OK,1,localhost:52052,localhost:52052,
151,2,42,1777151376787413000,1777151376787987000,0.574,OK,1,localhost:52052,localhost:52052,
154,1,36,1777151376787474000,1777151376787993000,0.519,OK,1,localhost:52052,localhost:52052,
153,4,38,1777151376787440000,1777151376788068000,0.628,OK,1,localhost:52052,localhost:52052,
156,1,37,1777151376809018000,1777151376809591000,0.573,OK,1,localhost:52052,localhost:52052,
157,3,39,1777151376809033000,1777151376809591000,0.558,OK,1,localhost:52052,localhost:52052,
155,4,39,1777151376809009000,1777151376809608000,0.599,OK,1,localhost:52052,localhost:52052,
158,2,43,1777151376809043000,1777151376809611000,0.568,OK,1,localhost:52052,localhost:52052,
160,2,44,1777151376830182000,1777151376831107000,0.925,OK,1,localhost:52052,localhost:52052,
159,3,40,1777151376830164000,1777151376831123000,0.959,OK,1,localhost:52052,localhost:52052,
161,1,38,1777151376830192000,1777151376831125000,0.933,OK,1,localhost:52052,localhost:52052,
162,4,40,1777151376830206000,1777151376831169000,0.963,OK,1,localhost:52052,localhost:52052,
165,3,41,1777151376851361000,1777151376852350000,0.989,OK,1,localhost:52052,localhost:52052,
163,4,41,1777151376851282000,1777151376852379000,1.097,OK,1,localhost:52052,localhost:52052,
166,1,39,1777151376851366000,1777151376852403000,1.037,OK,1,localhost:52052,localhost:52052,
164,2,45,1777151376851357000,1777151376852410000,1.053,OK,1,localhost:52052,localhost:52052,
167,2,46,1777151376872903000,1777151376873968000,1.065,OK,1,localhost:52052,localhost:52052,
169,4,42,1777151376873021000,1777151376873989000,0.968,OK,1,localhost:52052,localhost:52052,
168,3,42,1777151376873010000,1777151376873993000,0.983,OK,1,localhost:52052,localhost:52052,
170,1,40,1777151376873027000,1777151376873997000,0.970,OK,1,localhost:52052,localhost:52052,
173,3,43,1777151376894576000,1777151376895452000,0.876,OK,1,localhost:52052,localhost:52052,
174,2,47,1777151376894671000,1777151376896127000,1.456,OK,1,localhost:52052,localhost:52052,
171,1,41,1777151376894378000,1777151376896131000,1.753,OK,1,localhost:52052,localhost:52052,
172,4,43,1777151376894496000,1777151376896152000,1.656,OK,1,localhost:52052,localhost:52052,
177,2,48,1777151376917763000,1777151376922940000,5.177,OK,1,localhost:52052,localhost:52052,
175,4,44,1777151376917658000,1777151376923041000,5.383,OK,1,localhost:52052,localhost:52052,
